time,open,high,low,close,Ergotic SMI
1562716800,12569.2275,13196.8325,10955.02,11340.29,0.2614197963267491
1562889600,11346.615,11942.61,10804.0575,11376.2825,0.22740800563320565
1563062400,11383.395,11463.4675,9841.04,10848.7175,0.17917582779928382
1563235200,10844.905,11037.5525,9073.385,9700.785,0.09464333714422875
1563408000,9701.2025,10797.7525,9277.8575,10536.0375,0.06921592931143021
1563580800,10534.2225,11141.285,10290.75,10594.06,0.05439124818582504
1563753600,10595.26,10690.0325,9802.4525,9842.615,0.013075277275157997
1563926400,9845.5025,10185.69,9509.8575,9888.9575,-0.013754703631758779
1564099200,9888.725,10232.115,9290.025,9477.8625,-0.04990136047787037
1564272000,9471.0025,9721.185,9112.6225,9498.6325,-0.07515305894754741
1564444800,9502.9625,10136.175,9375.31,10085.57,-0.06456180048194265
1564617600,10094.0025,10670.68,9883.6375,10530.7075,-0.03449178453637688
1564790400,10531.2,11084.9425,10505.53,10977.9675,0.009471201580282345
1564963200,10980.5325,12326.6025,10979.3825,11464.6575,0.06454238030089601
1565136000,11464.8775,12151.975,11382.8525,11947.725,0.1260150378070088
1565308800,11951.1925,12020.935,11193.8,11280.7725,0.12947568799133094
1565481600,11279.555,11578.2975,11093.1275,11385.025,0.13666764893078254
1565654400,11385.2125,11443.015,9893.495,10020.9325,0.061474785093533296
1565827200,10022.31,10538.6575,9476.2725,10357.36,0.029097546609989533
1566000000,10353.1875,10508.465,9983.545,10319.71,0.005141878433419367
1566172800,10319.355,10954.37,10269.99,10762.0675,0.01201449113365718
1566345600,10768.7475,10803.545,9756.5875,10122.97,-0.018083198116510064
1566518400,10120.9925,10478.15,9885.785,10147.4975,-0.037545437628760836
1566691200,10149.7825,10671.6025,9906.3525,10363.6125,-0.038520184364242135
1566864000,10362.255,10380.6225,9530.8575,9717.26,-0.07563618710729468
1567036800,9715.465,9716.9,9309.9575,9580.5325,-0.10922907696731
1567209600,9576.965,9840.4,9430.815,9768.0175,-0.12016812973291639
1567382400,9768.075,10783.4775,9753.375,10621.4725,-0.06765905607011828
1567555200,10623.1225,10847.3475,10364.53,10580.8225,-0.03418043664630309
1567728000,10577.965,10951.85,10179.29,10483.8825,-0.01663697756256944
1567900800,10488.37,10595.725,10059.6225,10311.485,-0.015807062177410593
1568073600,10312.7075,10390.0175,9865.0025,10159.12,-0.02623582585906692
1568246400,10163.38,10467.6325,10035.385,10363.9875,-0.01766877745797474
1568419200,10367.705,10441.1225,10233.6025,10309.045,-0.01573895427463585
1568592000,10311.38,10377.1025,10054.2175,10190.78,-0.02437531156929286
1568764800,10186.865,10379.8825,9603.04,10265.2275,-0.023845154183765833
1568937600,10268.525,10300.695,9914.225,9979.65,-0.0504071507549843
1569110400,9976.98,10090.3575,9611.53,9689.0275,-0.09710666152562382
1569283200,9690.7275,9777.8575,8048.6325,8435.3525,-0.2320199856444274
1569456000,8443.3975,8464.025,7723.61,8193.6775,-0.32881880519466017
1569628800,8197.365,8368.21,7905.1925,8052.3225,-0.3984275190414235
1569801600,8058.2875,8534.375,7694.05,8323.5375,-0.410856651731479
1569974400,8324.5575,8415.52,8056.9925,8231.22,-0.4241140849569847
1570147200,8234.1275,8243.4775,8007.09,8148.0425,-0.4378242385869987
1570320000,8151.11,8312.895,7767.4025,8209.15,-0.4392232891097597
1570492800,8210.525,8704.4075,8109.8525,8589.7875,-0.38616203231416624
1570665600,8589.62,8847.7775,8223.1075,8269.06,-0.36923732919088936
1570838400,8266.01,8471,8144.045,8280.48,-0.35581039548769716
1571011200,8279.3375,8417.52,8078.73,8161.255,-0.35442314065278485
1571184000,8162.825,8176.4975,7913.13,8075.2625,-0.3596672058342183
1571356800,8074.4325,8117.9275,7815.45,7961.1675,-0.37214183437750553
1571529600,7962.665,8361.3375,7878.62,8213.5325,-0.3389346574677343
1571702400,8208.7725,8317.435,7291.8075,7472.3575,-0.37434855368789655
1571875200,7474.3525,8793.0975,7359.2875,8666.525,-0.22555248220020874
1572048000,8674.505,10520.2475,8646.0225,9549.05,-0.05221444818460047
1572220800,9559.325,9939.62,9055.5425,9431.4625,0.0330872920430073
1572393600,9432.415,9439.3725,8955.9075,9152.5625,0.061081000846201466
1572566400,9155.985,9392.51,9058.61,9306.1125,0.09051870927236173
1572739200,9306.7175,9596.625,9072.575,9413.55,0.11820851145100028
1572912000,9414.5625,9493.1475,9171.76,9343.63,0.13093585996016874
1573084800,9344.24,9373.17,8666.5075,8766.13,0.08467719140010202
1573257600,8764.355,9142.7025,8719.63,9033.985,0.07441809061957862
1573430400,9035.32,9069.11,8557.61,8812.7525,0.04705391599284154
1573603200,8814.1475,8838.235,8559.21,8631.415,0.011541474530064934
1573776000,8630.97,8780.825,8366.9325,8482.635,-0.02694034930172684
1573948800,8483.355,8631.6,8022.295,8170.925,-0.08180366950151746
1574121600,8172.04,8222.8625,7989.105,8083.375,-0.12803108413227296
1574294400,8082.6525,8116.435,6777.6175,7285.1575,-0.2237155166191506
1574467200,7282.76,7351.755,6856.535,6908.4475,-0.31099343810581553
1574640000,6906.5825,7377.3725,6522.48,7161.5975,-0.3374565344349761
1574812800,7162.6225,7675.3725,6850.5425,7431.89,-0.3225324697449084
1574985600,7430.0475,7867.225,7412.34,7554.92,-0.2977117908490974
1575158400,7556.4725,7557.0175,7156.88,7305.5,-0.29679836167717716
1575331200,7307.75,7792.265,7081.72,7195,-0.30352227685456723
1575504000,7198.355,7611.715,7155.3725,7542.82,-0.2646519900121927
1575676800,7545.4825,7637.0675,7390.6825,7523.3275,-0.23884165703556598
1575849600,7520.8875,7660.845,7158.44,7219.035,-0.24418065313862009
1576022400,7221.065,7297.245,7076.785,7189.4625,-0.25033856791805514
1576195200,7190.12,7299.79,7008.88,7065.535,-0.26508108807707975
1576368000,7067.365,7206.3,6811.31,6879.2925,-0.29144988029113295
1576540800,6879.4425,7458.53,6430.145,7288.2375,-0.24878442689516642
1576713600,7288.99,7373.03,7035.4875,7190.62,-0.22821635729601486
1576886400,7190.81,7525.115,7110.745,7511.47,-0.16748726799182864
1577059200,7517.5525,7690.6175,7157.395,7255.145,-0.1521145427015189
1577232000,7254.5575,7430.7475,7116.2075,7193.44,-0.14797759312003636
1577404800,7195.47,7348.7225,7025.6275,7299.9275,-0.1298565145582651
1577577600,7301.05,7527.195,7199.7425,7216.0525,-0.1263752403008972
1577750400,7218.3875,7300.53,7112.1425,7167.07,-0.12965341791774523
1577836800,7164.9025,7235.535,6904.755,6945.695,-0.15899874122041038
1578009600,6944.76,7399.7025,6857.05,7349.0325,-0.11406534557042948
1578182400,7351.925,7807.485,7309.2125,7761.8475,-0.02355182478738482
1578355200,7765.255,8465.065,7721.1575,8043.8175,0.07049433094878715
1578528000,8045.23,8197.6675,7670.075,8195.22,0.14853325012579546
1578700800,8196.1075,8293.1275,7961.6125,8178.0025,0.19820963728984825
1578873600,8180.7775,8892.4225,8029.4375,8817.81,0.2946839908250336
1579046400,8813.425,8906.0075,8556.53,8714.43,0.3389303222336144
1579219200,8715.7675,9009.85,8663.4725,8908.3325,0.3836462898620329
1579392000,8905.765,9187.0675,8468.4725,8627.775,0.3657811296268756
1579564800,8632.0475,8791.005,8439.5,8659.8475,0.3563003616497574
1579737600,8662.7225,8666.545,8217.7925,8425.3425,0.3100042995798976
1579910400,8428.85,8597.24,8254.6875,8590.48,0.2928279096209883
1580083200,8596.5925,9414.5675,8557.0475,9398.35,0.3499961221233086
1580256000,9389.56,9569.5,9146.0125,9500.19,0.3925922373527168
1580428800,9505.6275,9524.215,9197.8625,9378.7625,0.400616903611257
1580601600,9379.345,9611.2375,9143.75,9282.0225,0.3900903974983167
1580774400,9280,9769.4,9077.93,9615.87,0.4068990095171906
1580947200,9619.0275,9879.49,9520.6475,9807.01,0.4315123832623401
1581120000,9807.05,10177.09,9657.6225,10167.7075,0.47170865537761264
1581292800,10166.69,10396.01,9708.5575,10270.4125,0.5047816371530329
1581465600,10270.5225,10514.2025,10074.7275,10238.0375,0.5217797266490175
1581638400,10235.2125,10401.26,9751.725,9904.735,0.47165599318305934
1581811200,9908.385,10048.9425,9472.125,9701.0875,0.4008510224972127
1581984000,9711.5925,10306.265,9307.4275,9598.8125,0.3342740928907546
1582156800,9594.5325,9772.38,9382.575,9698.3575,0.2961631378501866
1582329600,9698.2275,10022.14,9575.2225,9968.39,0.2945568911307911
1582502400,9970.12,10026.365,9238.9275,9307.825,0.18678288395634482
1582675200,9306.5725,9370.61,8519.075,8812.2875,0.053713829216192846
1582848000,8816.35,8898.86,8429.8975,8526.76,-0.05945026042070637
1583020800,8528.5075,8972.2625,8406.2525,8917.49,-0.0840800033472894
1583193600,8917.625,8923.6925,8655.715,8757.4225,-0.1148937121926977
1583366400,8758.6325,9181.3575,8757.855,9156.305,-0.08903401702420949
1583539200,9157.1725,9217.95,8000.2,8036.475,-0.1683939172818616
1583712000,8037.4375,8186.585,7552.575,7887.13,-0.22507060316464408
1583884800,7891.9625,7995.7125,4673.2225,4844.805,-0.41720764012395334
1584057600,4844.805,5996.0875,3880.5875,5166.4675,-0.47789217789058
1584230400,5161.7925,5985.02,4407.18,5037.2225,-0.5153240036430814
1584403200,5045.05,5566.905,4935.7975,5414.0525,-0.5062458036548847
1584576000,5416.645,7027.6625,5267.0425,6207.055,-0.43629762466978894
1584748800,6208.885,6466.505,5734.96,5824.085,-0.40350501569211733
1584921600,5817.7525,6875.2,5686.91,6769.9625,-0.31467562458074233
1585094400,6767.1275,6983.76,6465.1875,6753.585,-0.2576251536067429
1585267200,6754.835,6872.7925,6034.4,6253.6775,-0.2383923108003127
1585440000,6257.7875,6632.6025,5854.3525,6406.07,-0.21516811573451844
1585612800,6406.515,6719.99,6152.895,6661.81,-0.18180251488070565
1585785600,6666.485,7267.625,6575.535,6741.01,-0.15243650092949065
1585958400,6739.1725,7014.3825,6656.72,6777.015,-0.1282015961562584
1586131200,6777.865,7469.58,6773.06,7202.6875,-0.0798900362143068
1586304000,7203.34,7429.22,7106.08,7299.13,-0.03751595091815846
1586476800,7300.035,7307.86,6751.2875,6888.695,-0.03400219646506974
1586649600,6886.86,7205.3625,6554.9775,6862.78,-0.033268686739163396
1586822400,6862.5925,6990.33,6604.545,6622.355,-0.05051162891176956
1586995200,6621.805,7218.2475,6469.8825,7033.0025,-0.028940400439461316
1587168000,7030.83,7304.32,7023.69,7130.2775,-0.005317074312619725
1587340800,7128.3575,7225.7525,6755.955,6854.9675,-0.011581002894620707
1587513600,6854.2425,7774.8625,6824.465,7507.5425,0.039817315487357334
1587686400,7511.375,7722.775,7386.705,7548.32,0.07801999291308608
1587859200,7552.6525,7807.935,7483.77,7790.8125,0.12428442526863812
1588032000,7792.8225,8976.83,7667.1625,8788.7275,0.2280054836321984
1588204800,8788.4175,9481.3425,8408.75,8827.04,0.2963141534638082
1588377600,8830.9925,9205.4975,8725.59,8908.385,0.34736092733289553
1588550400,8913.4975,9122.2125,8533.0975,9028.66,0.38997910296425276
1588723200,9030.195,10078.3,8921.97,10002.4525,0.4685695573627195
1588896000,10005.9075,10048.9725,9519.3425,9541.09,0.46186044486850475
1589068800,9531.785,9564.665,8086.295,8571.67,0.34983074538729353
1589241600,8572.2425,9416.6325,8535.8025,9316.36,0.31949825288056644
1589414400,9320.47,9946.5675,9119.3525,9311.1425,0.30056541022511113
1589587200,9312.48,9891.695,9215.6475,9670.7075,0.3056237622943398
1589760000,9681.9,9956.7475,9435.1675,9782.035,0.3144077958489345
1589932800,9780.02,9841.8525,8800.5,9059.705,0.25484396012487115
1590105600,9060.84,9313.9875,8925.2325,9179.705,0.22146671395006393
1590278400,9181.0975,9304.825,8636.7325,8898.915,0.17436130522115434
1590451200,8900.6675,9228.3025,8692.4575,9210.6075,0.16044576274345387
1590624000,9207.9025,9608.7525,9110.165,9424.535,0.1640134344440727
1590796800,9426.3825,9754.3975,9328.15,9448.95,0.16812367764033964
1590969600,9446.96,10413.065,9241.5475,9523.3525,0.17615096652952952
1591142400,9519.505,9887.175,9366.23,9791.94,0.20074622647476403
1591315200,9793.39,9856.7025,9528.0775,9671.7825,0.2059063235326238
1591488000,9671.515,9904.565,9373.77,9782.51,0.21792445955838335
1591660800,9783.695,10010.6675,9563.3325,9893.4425,0.23539828845062677
1591833600,9894.88,9989.56,9065.3425,9464.24,0.1944468437975458
1592006400,9463.8075,9496.5925,9237.5025,9329.6975,0.14892994991154648
1592179200,9330.565,9591.99,8900.6275,9527.8625,0.13481763667152805
1592352000,9529.1525,9560.9925,9231.4375,9376.185,0.10583942843066228
1592524800,9374.175,9432.22,9157.9375,9357.655,0.08256577447230819
1592697600,9357.0375,9789.2375,9270.7025,9688.89,0.1019021383134811
1592870400,9691.105,9723.8025,9196.96,9287.6075,0.06291511400335108
1593043200,9286.41,9337.93,8985.61,9154.7425,0.02001638056931913
1593216000,9156.2025,9190.005,8820.86,9116.235,-0.014524083368307208
1593388800,9116.4575,9236.1375,9015.0975,9134.015,-0.0370654291533563
1593561600,9135.67,9298.875,8938.15,9093.3025,-0.059041956556694544
1593734400,9092.415,9195.8325,9037.0275,9140.565,-0.06829492492978215
1593907200,9140.645,9373.985,8909.995,9347.485,-0.04187407443485918
1594080000,9346.455,9481.8975,9203.28,9439.2625,-0.007701356119763471
1594252800,9440.375,9446.305,9105.285,9288.2275,-0.007448976274534181
1594425600,9291.46,9345.4575,9158.34,9302.385,-0.004831379637248087
1594598400,9303.9125,9351.015,9095.44,9254.7525,-0.011443318423542069
1594771200,9256.3625,9275.01,9021.5525,9131.8425,-0.039218984296938944
1594944000,9131.845,9213.22,9070.505,9176.77,-0.05032216481495588
1595116800,9176.23,9242.695,9107.7725,9163.4975,-0.06126512898659462
1595289600,9163.33,9568.7525,9157.2725,9536.005,0.013755601098002727
1595462400,9535.8875,9682,9454.82,9551.6625,0.06760757886614087
1595635200,9553.085,10184.4275,9537.345,9942.845,0.17730379569216662
1595808000,9942.1375,11418.6925,9935.68,10936.3525,0.37460689878872794
1595980800,10934.42,11354.1175,10824.9775,11128.7175,0.49079417079957127
1596153600,11128.4075,11887.3725,10977.225,11812.8525,0.5975200516131658
1596326400,11810.79,12123.25,10569.515,11236.735,0.5444903156685647
1596499200,11236.5325,11798.3125,11011.99,11755.6625,0.5413405052457986
1596672000,11756.68,11920.0825,11318.0175,11606.64,0.5166141104243056
1596844800,11607.3625,11818.0375,11533.1325,11687.8175,0.5050790331694471
1597017600,11688.64,12087.03,11128.875,11390.4325,0.4540495284685107
1597190400,11388.96,11803.0375,11154.1675,11795.9525,0.44217429980802003
1597363200,11796.93,11988.285,11654.565,11859.085,0.43772644801787247
1597536000,11860.2075,12479.03,11692.625,12305.01,0.4586996533767872
1597708800,12305.61,12400.5575,11572.7725,11759.73,0.39843475463289885
1597881600,11760.7725,11896.4925,11489.09,11529.71,0.33051382563041193
1598054400,11530.9,11714.815,11366,11650.9875,0.29294279374910676
1598227200,11653.5025,11826.32,11113.87,11327.7775,0.2289344372567476
1598400000,11327.705,11612.1975,11126.615,11320.96,0.18402040073637763
1598572800,11325.72,11584.415,11289,11476.0725,0.16459283631772498
1598745600,11475.4225,11781.8575,11465.86,11657.2675,0.16617620894489887
1598918400,11658.1025,12072.2525,11166.905,11397.7725,0.13568279572448594
1599091200,11397.7475,11477.3225,9924.1675,10470.58,0.01141235058980569
1599264000,10471.5225,10567.8575,9849.325,10258.09,-0.08600859896250504
1599436800,10258.355,10442.1825,9836.43,10126.5975,-0.16071249937539828
1599609600,10126.9275,10493.5,9984.3225,10346.9775,-0.18586239784303546
1599782400,10353.27,10480.1625,10204.6,10446.5425,-0.19138960371940242
1599955200,10447.61,10757.6625,10215.5675,10678.515,-0.1673147843843478
1600128000,10676.8725,11099.7125,10616.0875,10955.3775,-0.1176554917473785
1600300800,10953.6575,11047.5,10742.97,10935.2675,-0.08479358490849646
1600473600,10937.1075,11180.7775,10762.7825,10921.11,-0.06235101156467758
1600646400,10920.915,10993.4575,10264.16,10535.13,-0.08748643029350363
1600819200,10532.25,10793.0075,10136.78,10749.985,-0.07781783880935801
1600992000,10743.3475,10830.5425,10555.5225,10731.0575,-0.07310882577213813
1601164800,10731.4225,10952.065,10597.205,10694.3675,-0.07398118091712357
1601337600,10689.7125,10863.9625,10638.9925,10779.1975,-0.062481544244708316
1601510400,10781.775,10933.495,10376.45,10575.665,-0.08049756518645841
1601683200,10573.93,10695.945,10501.665,10673.18,-0.07829825992554307
1601856000,10671.41,10801.7125,10526.6975,10605.925,-0.08605909502113468
1602028800,10604.4575,10962.8675,10536.7925,10930.3575,-0.03775677146103651
1602201600,10930.75,11496.96,10834.735,11302.1025,0.051729820703556174
1602374400,11301.5225,11730.81,11188.1575,11535.7025,0.141298866832252
1602547200,11536.2125,11563.475,11294.5625,11429.41,0.18195258980943207
1602720000,11431.4725,11628.465,11203.2725,11325.495,0.19118059759386175
1602892800,11329.3775,11522.5275,11262.6325,11513.1325,0.22004780283196348
1603065600,11513.305,12059.84,11415.9425,11923.335,0.2852476435279744
1603238400,11924.4075,13246.91,11901.965,12985.925,0.4183151439221253
1603411200,12986.17,13177.5325,12730.4675,13127.4175,0.5001823754621039
1603584000,13125.275,13358.31,12785.0975,13071.8175,0.5401712898972999
1603756800,13070.675,13860.09,12895.8925,13286.15,0.5770356220455146
1603929600,13284.9025,13694.34,12981.235,13570.475,0.6144556794648307
1604102400,13573.2125,14095.095,13428.1875,13768.1925,0.6475226445706831
1604275200,13768.7125,14079.0225,13219.33,14037.9525,0.6799823343019344
1604448000,14039.165,15776.2175,13535.4775,15610.2425,0.7473807914517697
1604620800,15608.8575,15971.91,14344.0575,14838.965,0.6668810724936667
1604793600,14836.535,15851.17,14722.9175,15336.3475,0.6365122905202609
1604966400,15344.6825,15995.2525,15095.6375,15708.3125,0.6289810414568459
1605139200,15706.815,16492.71,15455.16,16342.135,0.6409128036348041
1605312000,16343.145,16344.37,15717.085,15969.7475,0.6068978069786164
1605484800,15970.3225,17877.73,15880.955,17683.04,0.6281529803958794
1605657600,17680.9875,18488.8075,17166.6225,17825.9375,0.6434463844934114
1605830400,17826.62,18978.125,17767.41,18719.7725,0.6702864615102833
1606003200,18721.2125,18780.865,17612.955,18390.1275,0.6571800902803819
1606176000,18385.2675,19499.825,18066.4375,18727.64,0.6549029350011061
1606348800,18723.79,18911.8575,16210.25,17152.92,0.5219223541493009
1606521600,17155.465,18356.78,16877.7075,18197.3175,0.4670235034897114
1606694400,18201.185,19930.2625,17817.1475,18779.14,0.44807084532788144
1606867200,18778.85,19617.0375,18340.775,19449.8775,0.45269632080420835
1607040000,19442.015,19546.265,18505.5,19159.9025,0.43703227859395033
1607212800,19160.87,19432.1425,18873.605,19178.0925,0.4268256519233052
1607385600,19182.1275,19299.675,17634.8075,18551.52,0.3784720172264835
1607558400,18548.5225,18559.9175,17575.405,18035.185,0.31185859025082835
1607731200,18030.74,19416.4575,18021.5375,19164.8025,0.303325061253323
1607904000,19160.14,19562.59,18987.4775,19442.235,0.3066590931431408
1608076800,19441.39,23771.485,19295.1975,22824.125,0.4052852400924163
1608249600,22823.2075,24222.145,22339.66,23856.9625,0.4821500736589484
1608422400,23856.13,24298.685,21894.5975,22729.9375,0.46703882785318385
1608595200,22739.8975,24090.325,22375.885,23234.965,0.46713876137875743
1608768000,23228.25,24775.6625,22712.935,24705.6075,0.4928960776242936
1608940800,24712.245,28378.285,24493.8325,26259.1225,0.5331092318313531
1609113600,26244.505,27474.655,25840.645,27370.3625,0.5732093637738039
1609286400,27371.025,29307.5225,27332.21,28980.4525,0.6175171973255565
1609459200,28976.325,33296.94,28697.7925,32223.72,0.6758414587396602
1609632000,32213.8175,34789.25,27741.085,32028.2225,0.7018709182836124
1609804800,32042.0275,37017.4575,29913.0975,36873.235,0.7496193119912256
1609977600,36870.75,41993.84,36214.3875,40658.6275,0.7939169710211689
1610150400,40657.505,41452.4575,34530.2675,38173.345,0.7361595672007355
1610323200,38170.4125,38270.6825,30228.2825,34034.27,0.585716855967705
1610496000,34033.685,40117.0575,32329.7975,39139.71,0.5361214325191761
1610668800,39135.6625,39694.275,34350.89,36010.045,0.4440924068224785
1610841600,36009.2125,37430.2675,33850.635,36625.1225,0.3942377105857553
1611014400,36635.3575,37881.4775,33390.2525,35502.5025,0.34224187352031404
1611187200,35506.705,35625.29,28876.7525,33001.7675,0.26539891933243154
1611360000,32993.905,33483.285,30949.995,32291.01,0.2025229190119055
1611532800,32293.7375,34883.565,30831.8925,32513.14,0.16106231301283344
1611705600,32518.9325,33935.67,29188.3475,33460.75,0.142413334450981
1611878400,33465.565,38619.21,31987.0675,34321.5575,0.1396281470809865
1612051200,34313.79,34716.1675,32198.425,33538.6675,0.12405252085100928
1612224000,33525.58,37731.73,33447.0525,37688.8725,0.1682137948750937
1612396800,37695.575,38759.6525,36191.795,38309.9425,0.20597921495506014
1612569600,38324.045,41002.87,37398.695,38868.57,0.2393955598733818
1612742400,38877.0325,48209.83,38060.915,46507.4325,0.3466915849940828
1612915200,46513.2875,48696.6625,43737.6775,47987.3325,0.4246108648997654
1613088000,48003.775,48953,46252.0625,47230.7775,0.45898504559444536
1613260800,47243.4525,49703.665,45805.93,47935.8025,0.4874509186152935
1613433600,47954.68,52682.1,47042.8425,52161.055,0.5364205816199376
1613606400,52152.79,56381.95,50633.93,55970.9075,0.5906998631296524
1613779200,55977.665,58385.435,53990.5,57492.04,0.6329980857385782
1613952000,57489.645,57579.39,44927.8325,48910.7625,0.4903189370858636
1614124800,48912.6,52083.2225,46706.2525,47074.9725,0.3769213660482311
1614297600,47064.12,48465.585,44135.8775,46167.6375,0.29232863948482707
1614470400,46143.98,49832.155,43022.665,49638.7375,0.2649268392348494
1614643200,49636.5,52664.005,47067.8375,50383.17,0.252977119465805
1614816000,50387.995,51810,46280.6975,48754.165,0.22207468223578772
1614988800,48769.7,51471.6825,47092.015,50977.285,0.22047679924706395
1615161600,50978.235,54932.065,49328.4025,54923.065,0.25386157635608564
1615334400,54923.3825,58134.7725,53033.75,57804.9625,0.29954601192808217
1615507200,57844.1125,61769.97,55037.8,61173.205,0.3549496604831267
1615680000,61182.42,61675.9225,54579.2,55628.8325,0.3112308921371936
1615852800,55619.235,58986.6325,53045.1725,58917.345,0.3071220758635844
1616025600,58935.775,60070.81,56255.4975,58090,0.29357863394365213
1616198400,58047.6425,59911.25,55520.0975,57378.6275,0.27494698213805374
1616371200,57389.9675,58433.005,52986.0075,54364.5825,0.22230141112528123
1616544000,54344.6,57215.575,50372.0775,51324.1225,0.1481127062038914
1616716800,51313.0725,56654.62,51259.3725,55853.0675,0.13881508515904803
1616889600,55847.195,58463.2875,54695.105,57610.7275,0.1481812840179432
1617062400,57617.5475,59804.0425,56820.2625,58793.155,0.16493848328539013
1617235200,58787.5975,60070.765,57932.2,59004.0675,0.17858335984737575
1617408000,58990.5175,59818.0025,56478.295,58210.9525,0.1779499670359098
1617580800,58211.5525,59470.1625,56811.98,58022.615,0.1748426483401868
1617753600,58026.6,58656.4725,55437.9825,58075.6975,0.17304903949417283
1617926400,58065.4275,61207.0475,57638.99,59776.6,0.19064788352679995
