timestamp,signal
1552003200,1
1562976000,0
1578182400,1
1582588800,0
1586908800,1
1591660800,0
1595635200,1
1599004800,0
1602115200,1
1610496000,0
1612051200,1
1618704000,0
1627171200,1
1630972800,0
1633046400,1
1637107200,0
1644710400,1
1649289600,0
1657411200,1
1660694400,0
1672012800,1
1677196800,0
1678665600,1
1681776000,0
1686960000,1
1689465600,0
1695772800,1
1704931200,0
1706918400,1
1712620800,0
1715472000,1
1718064000,0
1720742400,1
1722211200,0
1726272000,1
1734480000,0

