time,open,high,low,close,manual_signal
1547856000,3609.31,3812.475,3605.4,3683.4125
1547942400,3682.17,3702.8125,3473.4275,3534.25
1548028800,3535.4675,3569.005,3487.01,3532.23
1548115200,3532.2275,3611.6075,3422.5425,3576.72
1548201600,3575.5475,3614.8675,3521.67,3553.6125
1548288000,3553.6025,3595.545,3528.485,3570.3125
1548374400,3570.2725,3578.245,3510.6525,3560.8175
1548460800,3561.0525,3662.0075,3538.0575,3556.505
1548547200,3556.3425,3563.19,3472.21,3531.82
1548633600,3531.8075,3536.2175,3368.7775,3430.0375
1548720000,3430.52,3438.7725,3331.09,3394.6025
1548806400,3393.0725,3462.265,3372.2225,3436.6025
1548892800,3436.815,3474.425,3394.7425,3411.5775
1548979200,3412.3025,3459.11,3369.465,3437.85
1549065600,3437.7025,3486.835,3411.7625,3466.5775
1549152000,3469.12,3473.1275,3387.43,3415.1975
1549238400,3415.5825,3436.815,3395.9625,3411.4525
1549324800,3410.1225,3432.065,3398.91,3429.8175
1549411200,3429.9275,3444.205,3334.485,3366.5525
1549497600,3366.0075,3382.2075,3350.6,3359.655
1549584000,3359.1175,3709.55,3341.7875,3622.38
1549670400,3623.205,3666.74,3592.7825,3624.04
1549756800,3624.35,3657.2125,3578.28,3648.38
1549843200,3649.3475,3651.3125,3578.4475,3589.835
1549929600,3589.9075,3619.315,3546.645,3587.8775
1550016000,3587.81,3629.4475,3556.3,3575.5225
1550102400,3575.955,3606.51,3533.8025,3561.6375
1550188800,3561.13,3618.16,3545.63,3566.85
1550275200,3569.3725,3609.145,3565.3125,3581.1725
1550361600,3581.375,3672.3025,3555.3725,3625.62
1550448000,3625.6925,3917.995,3616.5225,3868.6225
1550534400,3868.7675,3979,3841.0475,3889.15
1550620800,3889.705,3965.97,3864.835,3939.67
1550707200,3938.335,3987.7475,3867.225,3899.2
1550793600,3899.15,3955.755,3884.64,3942.225
1550880000,3940.9325,4156.77,3910.545,4111.955
1550966400,4111.14,4189.02,3691.9425,3732.395
1551052800,3733.3925,3860.32,3732.2875,3819.89
1551139200,3818.985,3828.5975,3763.1875,3797.6825
1551225600,3796.58,3823.54,3654.1475,3799.37
1551312000,3798.535,3901.195,3754.455,3792.1725
1551398400,3792.14,3843.77,3789.6025,3806.51
1551484800,3805.9725,3818.41,3759.58,3810.6275
1551571200,3810.845,3819.6975,3759.2425,3787.94
1551657600,3787.995,3805.6375,3672.0725,3700.075
1551744000,3701.1025,3876.36,3691.99,3844.8225
1551830400,3844.8475,3889.1325,3809.24,3851.4
1551916800,3851.795,3890.79,3829.09,3855.7375
1552003200,3855.7675,3913.8125,3765.835,3843.515,1
1552089600,3841.6475,3948.115,3835.575,3917.53
1552176000,3916.965,3917.02,3865.885,3898.95562045
1552262400,3899.7175,3911.595,3815.0525,3850.195
1552348800,3850.185,3877.21,3797.045,3861.24
1552435200,3862.3025,3872.2975,3824.925,3850.965
1552521600,3850.25,3902.745,3780.2225,3854.6225
1552608000,3855.4775,3909.7425,3846.1575,3901.3025
1552694400,3900.5825,4039.2475,3899.6775,3989.8
1552780800,3990.355,3991.36,3932.76,3965.74
1552867200,3965.7975,4017.02,3934.77,3969.92
1552953600,3969.8025,4011.2325,3950.2225,4000.07
1553040000,3999.73,4048.1175,3963.7875,4031.885
1553126400,4032.345,4058.8625,3905.785,3973.595
1553212800,3973.6925,3999.3875,3961.13,3983.655
1553299200,3983.2675,3999.77,3959.8425,3982.725
1553385600,3980.62,3981.43,3944.86,3970.085
1553472000,3969.7925,3978.25,3855.625,3908.16
1553558400,3907.8525,3925.8975,3881.465,3920.73
1553644800,3920.7025,4036.0525,3913.76,4026.295
1553731200,4026.0275,4026.0425,3994.1,4012.5025
1553817600,4012.2125,4100.5275,4006.5975,4088.1575
1553904000,4088.0625,4130.43,4039.9475,4093.4975
1553990400,4093.82,4101.9025,4075.405,4095.32
1554076800,4094.2825,4149.0225,4052.07,4136.915
1554163200,4136.345,5108.63,4131.7525,4902.065
1554249600,4901.035,5348.0025,4784.6525,4975.835
1554336000,4973.65,5074.09,4780.29,4906.9525
1554422400,4908.11,5073.38,4886.055,5039.8725
1554508800,5040.0875,5240.86,4909.795,5044.8925
1554595200,5045.1925,5265.14,5025.7325,5193.965
1554681600,5194.5225,5352.4175,5129.43,5286.6
1554768000,5287.595,5287.885,5143.2675,5191.3975
1554854400,5187.79,5472.3,5164.9275,5320.65
1554940800,5323.3175,5344.38,4966.18,5041.97
1555027200,5040.825,5118.4975,4909.4075,5081.23
1555113600,5081.1775,5127.258,5036.165,5066.2325
